"userID","state_code","party"
3266,"CA","R"
3267,"CA","R"
3268,"OH","NA"
3269,"CA","D"
3270,"CA","D"
3271,"CA","I"
3272,"CA","R"
3273,"TN","NA"
3274,"SC","NA"
3275,"CA","I"
3276,"CA","O"
3277,"TN","NA"
3278,"CA","D"
3279,"OH","NA"
3280,"OH","NA"
3281,"OH","NA"
3282,"OH","NA"
3283,"OH","NA"
3284,"CA","D"
3285,"CA","D"
3286,"CA","I"
3287,"OH","NA"
3288,"SC","NA"
3289,"CA","D"
3290,"CA","R"
3291,"OH","NA"
3292,"CA","D"
3293,"SC","NA"
3294,"OH","NA"
3295,"OH","NA"
3296,"OH","NA"
3297,"OH","NA"
3298,"CA","D"
3299,"OH","NA"
3300,"CA","D"
3301,"OH","NA"
3302,"OH","NA"
3303,"CA","D"
3304,"OH","NA"
3305,"OH","NA"
3306,"OH","NA"
3307,"OH","NA"
3308,"IN","NA"
3309,"CA","D"
3310,"CA","I"
3311,"TN","NA"
3312,"CA","R"
3313,"OH","NA"
3314,"CA","I"
3315,"CA","D"
3316,"CA","I"
3317,"CA","D"
3318,"OH","NA"
3319,"CA","I"
3320,"OH","NA"
3321,"CA","R"
3322,"CA","D"
3323,"SC","NA"
3324,"CA","R"
3325,"CA","I"
3326,"OH","NA"
3327,"CA","D"
3328,"OH","NA"
3329,"CA","D"
3330,"CA","I"
3331,"CA","D"
3332,"CA","D"
3333,"CA","R"
3334,"CA","I"
3335,"TN","NA"
3336,"OH","NA"
3337,"CA","D"
3338,"OH","NA"
3339,"TN","NA"
3340,"SC","NA"
3341,"OH","NA"
3342,"CA","R"
3343,"OH","NA"
3344,"OH","NA"
3345,"CA","D"
3346,"OH","NA"
3347,"CA","R"
3348,"CA","D"
3349,"SC","NA"
3350,"CA","R"
3351,"CA","D"
3352,"CA","I"
3353,"IN","NA"
3354,"OH","NA"
3355,"OH","NA"
3356,"CA","I"
3357,"CA","R"
3358,"CA","D"
3359,"CA","D"
3360,"OH","NA"
3361,"OH","NA"
3362,"CA","D"
3363,"OH","NA"
3364,"CA","D"
3365,"CA","D"
3366,"OH","NA"
3367,"CA","R"
3368,"OH","NA"
3369,"OH","NA"
3370,"CA","I"
3371,"CA","I"
3372,"OH","NA"
3373,"CA","D"
3374,"CA","I"
3375,"CA","D"
3376,"CA","D"
3377,"SC","NA"
3378,"CA","D"
3379,"CA","I"
3380,"CA","R"
3381,"CA","I"
3382,"CA","R"
3383,"CA","R"
3384,"CA","D"
3385,"CA","R"
3386,"CA","D"
3387,"CA","D"
3388,"CA","D"
3389,"OH","NA"
3390,"CA","I"
3391,"CA","L"
3392,"CA","D"
3393,"CA","D"
3394,"CA","D"
3395,"CA","R"
3396,"OH","NA"
3397,"CA","D"
3398,"CA","I"
3399,"SC","NA"
3400,"CA","D"
3401,"CA","D"
3402,"OH","NA"
3403,"OH","NA"
3404,"OH","NA"
3405,"CA","G"
3406,"CA","D"
3407,"CA","I"
3408,"OH","NA"
3409,"OH","NA"
3410,"OH","NA"
3411,"CA","D"
3412,"OH","NA"
3413,"OH","NA"
3414,"CA","D"
3415,"CA","I"
3416,"OH","NA"
3417,"CA","R"
3418,"CA","R"
3419,"CA","D"
3420,"CA","R"
3421,"CA","D"
3422,"CA","G"
3423,"CA","D"
3424,"CA","I"
3425,"CA","I"
3426,"CA","D"
3427,"CA","D"
3428,"CA","I"
3429,"CA","I"
3430,"CA","O"
3431,"CA","I"
3432,"TN","NA"
3433,"CA","I"
3434,"CA","I"
3435,"SC","NA"
3436,"OH","NA"
3437,"CA","D"
3438,"CA","D"
3439,"CA","D"
3440,"CA","R"
3441,"OH","NA"
3442,"CA","D"
3443,"CA","R"
3444,"CA","D"
3445,"CA","R"
3446,"OH","NA"
3447,"CA","D"
3448,"OH","NA"
3449,"OH","NA"
3450,"CA","I"
3451,"OH","NA"
3452,"CA","D"
3453,"CA","R"
3454,"CA","D"
3455,"CA","L"
3456,"CA","O"
3457,"SC","NA"
3458,"IN","NA"
3459,"CA","D"
3460,"CA","R"
3461,"CA","R"
3462,"CA","R"
3463,"IN","NA"
3464,"CA","D"
3465,"CA","I"
3466,"CA","D"
3467,"CA","D"
3468,"CA","I"
3469,"CA","I"
3470,"CA","D"
3471,"CA","O"
3472,"CA","D"
3473,"OH","NA"
3474,"CA","D"
3475,"SC","NA"
3476,"CA","D"
3477,"CA","O"
3478,"CA","D"
3479,"CA","R"
3480,"CA","D"
3481,"OH","NA"
3482,"IN","NA"
3483,"CA","D"
3484,"CA","D"
3485,"CA","R"
3486,"CA","D"
3487,"CA","D"
3488,"CA","D"
3489,"CA","I"
3490,"CA","D"
3491,"OH","NA"
3492,"CA","R"
3493,"CA","D"
3494,"CA","D"
3495,"OH","NA"
3496,"IN","NA"
3497,"OH","NA"
3498,"CA","R"
3499,"CA","D"
3500,"CA","D"
3501,"OH","NA"
3502,"IN","NA"
3503,"SC","NA"
3504,"CA","R"
3505,"OH","NA"
3506,"CA","L"
3507,"CA","D"
3508,"OH","NA"
3509,"CA","R"
3510,"CA","D"
3511,"CA","O"
3512,"WI","NA"
3513,"CA","D"
3514,"IN","NA"
3515,"CA","I"
3516,"OH","NA"
3517,"CA","I"
3518,"CA","R"
3519,"CA","R"
3520,"CA","D"
3521,"OH","NA"
3522,"CA","L"
3523,"OH","NA"
3524,"CA","D"
3525,"TN","NA"
3526,"CA","D"
3527,"CA","I"
3528,"CA","O"
3529,"CA","R"
3530,"CA","D"
3531,"CA","I"
3532,"OH","NA"
3533,"CA","R"
3534,"OH","NA"
3535,"CA","D"
3536,"CA","R"
3537,"CA","D"
3538,"CA","D"
3539,"CA","D"
3540,"OH","NA"
3541,"OH","NA"
3542,"CA","R"
3543,"CA","D"
3544,"OH","NA"
3545,"CA","D"
3546,"CA","R"
3547,"CA","O"
3548,"CA","D"
3549,"CA","D"
3550,"CA","I"
3551,"OH","NA"
3552,"CA","D"
3553,"CA","I"
3554,"OH","NA"
3555,"CA","G"
3556,"CA","D"
3557,"CA","D"
3558,"CA","I"
3559,"CA","D"
3560,"CA","D"
3561,"OH","NA"
3562,"OH","NA"
3563,"CA","R"
3564,"CA","D"
3565,"SC","NA"
3566,"CA","R"
3567,"CA","I"
3568,"OH","NA"
3569,"CA","D"
3570,"CA","I"
3571,"CA","I"
3572,"CA","R"
3573,"CA","O"
3574,"CA","G"
3575,"CA","D"
3576,"CA","R"
3577,"OH","NA"
3578,"CA","D"
3579,"CA","D"
3580,"CA","D"
3581,"CA","D"
3582,"CA","R"
3583,"CA","I"
3584,"CA","R"
3585,"CA","D"
3586,"CA","D"
3587,"OH","NA"
3588,"CA","I"
3589,"IN","NA"
3590,"CA","I"
3591,"TN","NA"
3592,"CA","R"
3593,"CA","D"
3594,"CA","D"
3595,"OH","NA"
3596,"OH","NA"
3597,"CA","I"
3598,"CA","D"
3599,"CA","D"
3600,"CA","D"
3601,"CA","D"
3602,"CA","D"
3603,"OH","NA"
3604,"CA","D"
3605,"TN","NA"
3606,"OH","NA"
3607,"CA","R"
3608,"CA","D"
3609,"CA","D"
3610,"CA","I"
3611,"CA","D"
3612,"CA","I"
3613,"CA","I"
3614,"CA","I"
3615,"CA","R"
3616,"SC","NA"
3617,"OH","NA"
3618,"CA","R"
3619,"CA","D"
3620,"OH","NA"
3621,"CA","R"
3622,"CA","D"
3623,"OH","NA"
3624,"TN","NA"
3625,"OH","NA"
3626,"CA","R"
3627,"CA","O"
3628,"CA","R"
3629,"CA","I"
3630,"IN","NA"
3631,"CA","G"
3632,"CA","D"
3633,"CA","I"
3634,"IN","NA"
3635,"CA","D"
3636,"OH","NA"
3637,"CA","D"
3638,"SC","NA"
3639,"TN","NA"
3640,"CA","D"
3641,"CA","I"
3642,"CA","I"
3643,"OH","NA"
3644,"CA","D"
3645,"CA","I"
3646,"CA","D"
3647,"CA","R"
3648,"CA","R"
3649,"CA","D"
3650,"CA","D"
3651,"CA","R"
3652,"CA","D"
3653,"CA","R"
3654,"CA","I"
3655,"OH","NA"
3656,"CA","D"
3657,"CA","R"
3658,"CA","G"
3659,"CA","D"
3660,"OH","NA"
3661,"CA","O"
3662,"CA","D"
3663,"CA","O"
3664,"CA","I"
3665,"IN","NA"
3666,"CA","D"
3667,"CA","R"
3668,"CA","I"
3669,"CA","R"
3670,"CA","R"
3671,"CA","D"
3672,"CA","I"
3673,"CA","I"
3674,"OH","NA"
3675,"OH","NA"
3676,"CA","D"
3677,"CA","D"
3678,"CA","D"
3679,"CA","D"
3680,"IN","NA"
3681,"CA","R"
3682,"CA","R"
3683,"CA","R"
3684,"CA","D"
3685,"CA","D"
3686,"CA","I"
3687,"CA","D"
3688,"CA","D"
3689,"CA","O"
3690,"CA","O"
3691,"CA","D"
3692,"CA","D"
3693,"CA","D"
3694,"OH","NA"
3695,"CA","I"
3696,"CA","D"
3697,"CA","D"
3698,"CA","D"
3699,"CA","R"
3700,"CA","D"
3701,"OH","NA"
3702,"CA","I"
3703,"CA","I"
3704,"CA","I"
3705,"IN","NA"
3706,"CA","R"
3707,"OH","NA"
3708,"CA","D"
3709,"OH","NA"
3710,"CA","R"
3711,"CA","D"
3712,"OH","NA"
3713,"CA","D"
3714,"CA","I"
3715,"CA","D"
3716,"IN","NA"
3717,"WI","NA"
3718,"CA","R"
3719,"CA","D"
3720,"CA","D"
3721,"CA","I"
3722,"IN","NA"
3723,"CA","D"
3724,"CA","I"
3725,"CA","D"
3726,"CA","I"
3727,"TN","NA"
3728,"CA","D"
3729,"CA","D"
3730,"CA","I"
3731,"OH","NA"
3732,"CA","D"
3733,"CA","R"
3734,"CA","D"
3735,"CA","I"
3736,"CA","R"
3737,"CA","R"
3738,"CA","D"
3739,"CA","I"
3740,"CA","I"
3741,"CA","I"
3742,"CA","D"
3743,"CA","R"
3744,"CA","D"
3745,"CA","O"
3746,"CA","I"
3747,"CA","I"
3748,"CA","D"
3749,"CA","R"
3750,"CA","D"
3751,"CA","I"
3752,"CA","D"
3753,"CA","R"
3754,"OH","NA"
3755,"CA","I"
3756,"CA","D"
3757,"CA","D"
3758,"CA","D"
3759,"OH","NA"
3760,"CA","I"
3761,"CA","O"
3762,"OH","NA"
3763,"CA","D"
3764,"CA","R"
3765,"CA","G"
3766,"CA","D"
3767,"CA","D"
3768,"CA","D"
3769,"CA","O"
3770,"CA","D"
3771,"CA","D"
3772,"TN","NA"
3773,"CA","D"
3774,"CA","D"
3775,"CA","R"
3776,"CA","I"
3777,"CA","D"
3778,"CA","D"
3779,"CA","D"
3780,"CA","D"
3781,"CA","R"
3782,"CA","I"
3783,"CA","I"
3784,"CA","I"
3785,"CA","I"
3786,"CA","R"
3787,"CA","D"
3788,"CA","R"
3789,"CA","I"
3790,"CA","D"
3791,"CA","R"
3792,"CA","I"
3793,"CA","R"
3794,"CA","D"
3795,"CA","I"
3796,"TN","NA"
3797,"CA","D"
3798,"CA","D"
3799,"CA","D"
3800,"CA","D"
3801,"CA","R"
3802,"CA","D"
3803,"CA","D"
3804,"CA","R"
3805,"CA","D"
3806,"CA","D"
3807,"CA","R"
3808,"CA","I"
3809,"CA","I"
3810,"CA","O"
3811,"CA","D"
3812,"CA","O"
3813,"CA","D"
3814,"CA","I"
3815,"CA","D"
3816,"CA","D"
3817,"CA","R"
3818,"CA","D"
3819,"CA","D"
3820,"CA","R"
3821,"CA","D"
3822,"OH","NA"
3823,"CA","D"
3824,"CA","R"
3825,"IN","NA"
3826,"CA","R"
3827,"CA","D"
3828,"CA","R"
3829,"CA","I"
3830,"CA","D"
3831,"CA","D"
3832,"CA","D"
3833,"CA","I"
3834,"CA","I"
3835,"CA","R"
3836,"CA","L"
3837,"CA","D"
3838,"CA","R"
3839,"CA","I"
3840,"CA","O"
3841,"OH","NA"
3842,"CA","D"
3843,"CA","I"
3844,"CA","I"
3845,"CA","D"
3846,"CA","D"
3847,"OH","NA"
3848,"CA","D"
3849,"CA","D"
3850,"CA","D"
3851,"CA","I"
3852,"CA","I"
3853,"CA","R"
3854,"CA","D"
3855,"CA","R"
3856,"OH","NA"
3857,"CA","I"
3858,"CA","D"
3859,"CA","D"
3860,"CA","D"
3861,"CA","R"
3862,"CA","R"
3863,"CA","I"
3864,"CA","R"
3865,"CA","D"
3866,"CA","I"
3867,"IN","NA"
3868,"CA","O"
3869,"CA","D"
3870,"CA","I"
3871,"CA","D"
3872,"CA","I"
3873,"CA","D"
3874,"CA","D"
3875,"CA","D"
3876,"IN","NA"
3877,"IN","NA"
3878,"CA","D"
3879,"IN","NA"
3880,"CA","L"
3881,"OH","NA"
3882,"CA","D"
3883,"CA","O"
3884,"CA","D"
3885,"CA","R"
3886,"OH","NA"
3887,"CA","D"
3888,"CA","R"
3889,"CA","D"
3890,"CA","D"
3891,"OH","NA"
3892,"CA","R"
3893,"CA","D"
3894,"CA","R"
3895,"CA","D"
3896,"CA","I"
3897,"CA","I"
3898,"CA","G"
3899,"CA","I"
3900,"CA","D"
3901,"IN","NA"
3902,"OH","NA"
3903,"CA","I"
3904,"CA","R"
3905,"CA","G"
3906,"CA","I"
3907,"CA","D"
3908,"CA","I"
3909,"CA","D"
3910,"CA","R"
3911,"CA","R"
3912,"CA","D"
3913,"CA","D"
3914,"CA","I"
3915,"CA","D"
3916,"CA","D"
3917,"CA","I"
3918,"CA","I"
3919,"CA","D"
3920,"IN","NA"
3921,"CA","D"
3922,"IN","NA"
3923,"CA","D"
3924,"OH","NA"
3925,"CA","D"
3926,"CA","D"
3927,"CA","D"
3928,"CA","D"
3929,"CA","D"
3930,"CA","I"
3931,"TN","NA"
3932,"CA","D"
3933,"CA","R"
3934,"CA","R"
3935,"CA","D"
3936,"CA","R"
3937,"CA","D"
3938,"OH","NA"
3939,"CA","D"
3940,"CA","I"
3941,"CA","R"
3942,"CA","D"
3943,"CA","I"
3944,"CA","D"
3945,"CA","R"
3946,"CA","I"
3947,"CA","R"
3948,"CA","D"
3949,"CA","I"
3950,"CA","D"
3951,"OH","NA"
3952,"CA","I"
3953,"CA","O"
3954,"CA","I"
3955,"CA","G"
3956,"CA","D"
3957,"CA","D"
3958,"CA","D"
3959,"CA","O"
3960,"CA","I"
3961,"CA","I"
3962,"CA","I"
3963,"CA","I"
3964,"CA","I"
3965,"CA","D"
3966,"CA","R"
3967,"CA","D"
3968,"CA","D"
3969,"CA","I"
3970,"IN","NA"
3971,"CA","I"
3972,"CA","R"
3973,"CA","D"
3974,"CA","I"
3975,"OH","NA"
3976,"CA","R"
3977,"CA","R"
3978,"CA","D"
3979,"OH","NA"
3980,"CA","D"
3981,"CA","D"
3982,"CA","R"
3983,"CA","D"
3984,"CA","D"
3985,"CA","I"
3986,"CA","R"
3987,"CA","D"
3988,"CA","D"
3989,"CA","D"
3990,"OH","NA"
3991,"CA","I"
3992,"CA","R"
3993,"CA","D"
3994,"CA","L"
3995,"CA","D"
3996,"CA","D"
3997,"CA","D"
3998,"OH","NA"
3999,"CA","O"
4000,"CA","D"
4001,"CA","D"
4002,"CA","D"
4003,"CA","I"
4004,"CA","R"
4005,"CA","R"
4006,"CA","D"
4007,"CA","D"
4008,"CA","I"
4009,"CA","D"
4010,"CA","D"
4011,"CA","D"
4012,"CA","I"
4013,"CA","I"
4014,"OH","NA"
4015,"CA","I"
4016,"CA","D"
4017,"CA","D"
4018,"CA","R"
4019,"CA","D"
4020,"CA","I"
4021,"CA","I"
4022,"CA","R"
4023,"CA","D"
4024,"CA","I"
4025,"CA","I"
4026,"CA","R"
4027,"CA","D"
4028,"CA","O"
4029,"CA","R"
4030,"CA","R"
4031,"CA","D"
4032,"CA","D"
4033,"CA","I"
4034,"CA","R"
4035,"CA","R"
4036,"CA","L"
4037,"CA","R"
4038,"CA","D"
4039,"CA","R"
4040,"IN","NA"
4041,"OH","NA"
4042,"CA","G"
4043,"CA","R"
4044,"CA","I"
4045,"CA","I"
4046,"CA","I"
4047,"CA","R"
4048,"CA","R"
4049,"CA","D"
4050,"CA","I"
4051,"CA","R"
4052,"IN","NA"
4053,"IN","NA"
4054,"CA","R"
4055,"CA","I"
4056,"CA","R"
4057,"CA","I"
4058,"CA","D"
4059,"OH","NA"
4060,"CA","D"
4061,"CA","D"
4062,"CA","D"
4063,"CA","O"
4064,"CA","D"
4065,"CA","I"
4066,"IN","NA"
4067,"CA","I"
4068,"CA","D"
4069,"CA","D"
4070,"CA","D"
4071,"CA","D"
4072,"CA","R"
4073,"CA","I"
4074,"IN","NA"
4075,"OH","NA"
4076,"CA","D"
4077,"CA","O"
4078,"CA","R"
4079,"CA","D"
4080,"CA","O"
4081,"CA","I"
4082,"CA","D"
4083,"CA","D"
4084,"CA","D"
4085,"CA","R"
4086,"CA","R"
4087,"CA","D"
4088,"OH","NA"
4089,"CA","D"
4090,"CA","D"
4091,"CA","D"
4092,"CA","D"
4093,"CA","D"
4094,"IN","NA"
4095,"CA","D"
4096,"CA","R"
4097,"CA","R"
4098,"CA","D"
4099,"CA","D"
4100,"CA","I"
4101,"CA","D"
4102,"CA","D"
4103,"CA","D"
4104,"CA","I"
4105,"CA","I"
4106,"CA","I"
4107,"CA","I"
4108,"CA","D"
4109,"CA","D"
4110,"CA","D"
4111,"CA","D"
4112,"CA","D"
4113,"CA","R"
4114,"CA","D"
4115,"CA","D"
4116,"CA","R"
4117,"CA","D"
4118,"CA","D"
4119,"CA","D"
4120,"CA","R"
4121,"CA","R"
4122,"CA","D"
4123,"CA","D"
4124,"CA","I"
4125,"CA","I"
4126,"CA","O"
4127,"CA","R"
4128,"CA","R"
4129,"CA","D"
4130,"TN","NA"
4131,"CA","I"
4132,"CA","D"
4133,"CA","I"
4134,"CA","I"
4135,"CA","D"
4136,"CA","D"
4137,"CA","R"
4138,"CA","D"
4139,"CA","D"
4140,"CA","D"
4141,"CA","I"
4142,"CA","D"
4143,"CA","D"
4144,"CA","I"
4145,"CA","I"
4146,"CA","R"
4147,"CA","D"
4148,"CA","I"
4149,"CA","D"
4150,"CA","R"
4151,"CA","D"
4152,"CA","D"
4153,"CA","D"
4154,"CA","I"
4155,"CA","I"
4156,"CA","D"
4157,"CA","I"
4158,"CA","I"
4159,"CA","D"
4160,"CA","I"
4161,"CA","D"
4162,"CA","D"
4163,"IN","NA"
4164,"CA","O"
4165,"CA","I"
4166,"CA","R"
4167,"CA","I"
4168,"IN","NA"
4169,"CA","D"
4170,"CA","G"
4171,"IN","NA"
4172,"CA","O"
4173,"CA","R"
4174,"CA","D"
4175,"CA","I"
4176,"CA","D"
4177,"IN","NA"
4178,"CA","D"
4179,"CA","D"
4180,"CA","I"
4181,"CA","I"
4182,"CA","R"
4183,"CA","R"
4184,"CA","D"
4185,"CA","O"
4186,"CA","R"
4187,"CA","D"
4188,"CA","I"
4189,"CA","D"
4190,"IN","NA"
4191,"CA","D"
4192,"CA","I"
4193,"CA","D"
4194,"CA","D"
4195,"CA","R"
4196,"CA","R"
4197,"CA","D"
4198,"CA","I"
4199,"CA","D"
4200,"IN","NA"
4201,"CA","D"
4202,"CA","D"
4203,"CA","D"
4204,"CA","D"
4205,"CA","R"
4206,"IN","NA"
4207,"CA","I"
4208,"CA","D"
4209,"CA","I"
4210,"CA","D"
4211,"CA","D"
4212,"CA","D"
4213,"IN","NA"
4214,"CA","D"
4215,"CA","D"
4216,"CA","D"
4217,"CA","R"
4218,"TN","NA"
4219,"CA","R"
4220,"CA","D"
4221,"CA","I"
4222,"CA","I"
4223,"CA","D"
4224,"CA","D"
4225,"IN","NA"
4226,"CA","D"
4227,"CA","D"
4228,"CA","I"
4229,"CA","D"
4230,"CA","D"
4231,"CA","D"
4232,"CA","D"
4233,"IN","NA"
4234,"CA","D"
4235,"CA","D"
4236,"CA","D"
4237,"CA","D"
4238,"CA","D"
4239,"CA","I"
4240,"CA","D"
4241,"CA","I"
4242,"CA","D"
4243,"CA","L"
4244,"CA","D"
4245,"IN","NA"
4246,"CA","I"
4247,"CA","D"
4248,"CA","D"
4249,"CA","D"
4250,"CA","I"
4251,"CA","D"
4252,"CA","D"
4253,"CA","D"
4254,"CA","D"
4255,"CA","R"
4256,"CA","O"
4257,"CA","D"
4258,"CA","D"
4259,"CA","R"
4260,"CA","D"
4261,"CA","D"
4262,"CA","I"
4263,"CA","R"
4264,"CA","R"
4265,"CA","D"
4266,"CA","D"
4267,"CA","D"
4268,"CA","G"
4269,"CA","D"
4270,"CA","R"
4271,"CA","D"
4272,"CA","R"
4273,"CA","R"
4274,"CA","I"
4275,"CA","D"
4276,"CA","O"
4277,"CA","D"
4278,"CA","D"
4279,"CA","D"
4280,"CA","I"
4281,"CA","R"
4282,"CA","I"
4283,"CA","R"
4284,"CA","D"
4285,"CA","D"
4286,"CA","D"
4287,"CA","I"
4288,"CA","D"
4289,"CA","D"
4290,"CA","D"
4291,"CA","R"
4292,"CA","R"
4293,"CA","R"
4294,"CA","D"
4295,"CA","D"
4296,"IN","NA"
4297,"IN","NA"
4298,"CA","D"
4299,"CA","R"
4300,"IN","NA"
4301,"CA","D"
4302,"CA","D"
4303,"CA","D"
4304,"CA","D"
4305,"CA","R"
4306,"CA","I"
4307,"CA","I"
4308,"CA","R"
4309,"CA","O"
4310,"CA","I"
4311,"CA","O"
4312,"CA","D"
4313,"IN","NA"
4314,"CA","D"
4315,"CA","D"
4316,"IN","NA"
4317,"CA","D"
4318,"CA","D"
4319,"CA","D"
4320,"TN","NA"
4321,"IN","NA"
4322,"CA","D"
4323,"TN","NA"
4324,"CA","D"
4325,"TN","NA"
4326,"CA","D"
4327,"CA","O"
4328,"CA","I"
4329,"CA","I"
4330,"TN","NA"
4331,"CA","I"
4332,"CA","I"
4333,"CA","D"
4334,"CA","D"
4335,"CA","D"
4336,"CA","O"
4337,"CA","I"
4338,"CA","R"
4339,"CA","D"
4340,"CA","I"
4341,"TN","NA"
4342,"CA","D"
4343,"CA","I"
4344,"TN","NA"
4345,"TN","NA"
4346,"CA","I"
4347,"CA","I"
4348,"CA","I"
4349,"CA","I"
4350,"CA","O"
4351,"CA","I"
4352,"CA","R"
4353,"TN","NA"
4354,"CA","D"
4355,"TN","NA"
4356,"CA","D"
4357,"CA","I"
4358,"CA","D"
4359,"CA","D"
4360,"CA","R"
4361,"CA","D"
4362,"CA","D"
4363,"TN","NA"
4364,"CA","D"
4365,"CA","D"
4366,"CA","R"
4367,"CA","R"
4368,"CA","D"
4369,"IN","NA"
4370,"CA","R"
4371,"TN","NA"
4372,"CA","D"
4373,"CA","I"
4374,"CA","D"
4375,"CA","I"
4376,"CA","R"
4377,"CA","R"
4378,"CA","D"
4379,"IN","NA"
4380,"IN","NA"
4381,"CA","D"
4382,"CA","D"
4383,"CA","I"
4384,"CA","R"
4385,"CA","D"
4386,"CA","D"
4387,"CA","R"
4388,"CA","D"
4389,"CA","I"
4390,"CA","D"
4391,"CA","D"
4392,"CA","D"
4393,"TN","NA"
4394,"CA","R"
4395,"CA","D"
4396,"CA","D"
4397,"CA","D"
4398,"CA","I"
4399,"CA","D"
4400,"CA","D"
4401,"CA","D"
4402,"CA","R"
4403,"CA","O"
4404,"CA","D"
4405,"IN","NA"
4406,"CA","I"
4407,"CA","D"
4408,"TN","NA"
4409,"CA","D"
4410,"CA","I"
4411,"CA","D"
4412,"CA","D"
4413,"CA","D"
4414,"TN","NA"
4415,"CA","D"
4416,"CA","R"
4417,"TN","NA"
4418,"CA","D"
4419,"CA","D"
4420,"CA","I"
4421,"CA","D"
4422,"CA","D"
4423,"CA","I"
4424,"CA","D"
4425,"CA","D"
4426,"CA","R"
4427,"TN","NA"
4428,"IN","NA"
4429,"CA","D"
4430,"TN","NA"
4431,"CA","D"
4432,"CA","I"
4433,"CA","I"
4434,"TN","NA"
4435,"TN","NA"
4436,"CA","D"
4437,"CA","D"
4438,"CA","D"
4439,"CA","I"
4440,"CA","I"
4441,"CA","I"
4442,"CA","I"
4443,"TN","NA"
4444,"CA","D"
4445,"TN","NA"
4446,"CA","R"
4447,"TN","NA"
4448,"CA","D"
4449,"CA","R"
4450,"CA","D"
4451,"CA","D"
4452,"CA","R"
4453,"TN","NA"
4454,"TN","NA"
4455,"CA","D"
4456,"TN","NA"
4457,"TN","NA"
4458,"CA","I"
4459,"TN","NA"
4460,"CA","D"
4461,"TN","NA"
4462,"TN","NA"
4463,"CA","R"
4464,"CA","D"
4465,"CA","D"
4466,"TN","NA"
4467,"CA","R"
4468,"CA","R"
4469,"CA","NA"
4470,"CA","R"
4471,"CA","I"
4472,"TN","NA"
4473,"CA","I"
4474,"CA","D"
4475,"CA","D"
4476,"TN","NA"
4477,"IN","NA"
4478,"TN","NA"
4479,"CA","D"
4480,"CA","R"
4481,"CA","D"
4482,"CA","R"
4483,"CA","I"
4484,"CA","R"
4485,"CA","O"
4486,"CA","D"
4487,"CA","I"
4488,"CA","R"
4489,"TN","NA"
4490,"TN","NA"
4491,"CA","D"
4492,"CA","D"
4493,"CA","D"
4494,"CA","R"
4495,"TN","NA"
4496,"TN","NA"
4497,"CA","R"
4498,"CA","D"
4499,"TN","NA"
4500,"CA","I"
4501,"CA","R"
4502,"CA","D"
4503,"CA","D"
4504,"TN","NA"
4505,"CA","I"
4506,"CA","R"
4507,"CA","D"
4508,"CA","D"
4509,"TN","NA"
4510,"CA","R"
4511,"TN","NA"
4512,"TN","NA"
4513,"CA","D"
4514,"IN","NA"
4515,"CA","I"
4516,"CA","O"
4517,"CA","R"
4518,"CA","O"
4519,"CA","D"
4520,"TN","NA"
4521,"CA","D"
4522,"IN","NA"
4523,"TN","NA"
4524,"CA","R"
4525,"IN","NA"
4526,"CA","I"
4527,"CA","I"
4528,"CA","D"
4529,"CA","G"
4530,"CA","D"
4531,"CA","D"
4532,"TN","NA"
4533,"CA","R"
4534,"CA","D"
4535,"CA","I"
4536,"CA","I"
4537,"CA","L"
4538,"CA","D"
4539,"CA","I"
4540,"CA","D"
4541,"CA","D"
4542,"CA","I"
4543,"CA","D"
4544,"TN","NA"
4545,"IN","NA"
4546,"TN","NA"
4547,"CA","D"
4548,"CA","D"
4549,"CA","R"
4550,"CA","O"
4551,"CA","D"
4552,"TN","NA"
4553,"TN","NA"
4554,"TN","NA"
4555,"TN","NA"
4556,"IN","NA"
4557,"TN","NA"
4558,"TN","NA"
4559,"TN","NA"
4560,"CA","R"
4561,"CA","I"
4562,"CA","I"
4563,"CA","D"
4564,"CA","D"
4565,"CA","D"
4566,"TN","NA"
4567,"CA","I"
4568,"CA","D"
4569,"IN","NA"
4570,"CA","I"
4571,"IN","NA"
4572,"TN","NA"
4573,"CA","D"
4574,"CA","D"
4575,"WY","R"
4576,"IN","NA"
4577,"TN","NA"
4578,"IN","NA"
4579,"CA","D"
4580,"CA","R"
4581,"CA","R"
4582,"CA","I"
4583,"CA","D"
4584,"CA","R"
4585,"TN","NA"
4586,"CA","R"
4587,"CA","D"
4588,"CA","D"
4589,"CA","I"
4590,"TN","NA"
4591,"TN","NA"
4592,"CA","D"
4593,"CA","D"
4594,"CA","D"
4595,"CA","R"
4596,"CA","R"
4597,"CA","I"
4598,"CA","R"
4599,"IN","NA"
4600,"CA","R"
4601,"OK","R"
4602,"CA","R"
4603,"CA","D"
4604,"CA","R"
4605,"CA","I"
4606,"CA","I"
4607,"CA","D"
4608,"CA","D"
4609,"IN","NA"
4610,"CA","R"
4611,"CA","I"
4612,"TN","NA"
4613,"CA","D"
4614,"CA","I"
4615,"MI","NA"
4616,"IN","NA"
4617,"CA","I"
4618,"IN","NA"
4619,"CA","D"
4620,"CA","R"
4621,"TN","NA"
4622,"CA","D"
4623,"CA","D"
4624,"CA","R"
4625,"CA","D"
4626,"TN","NA"
4627,"CA","I"
4628,"TN","NA"
4629,"IN","NA"
4630,"CA","D"
4631,"CA","R"
4632,"CA","I"
4633,"CA","D"
4634,"CA","D"
