,userID,text,state_code,party
646,4910,rt : can you believe there are 2 more debates left after thisrt : fact check : trump says he was against the war in iraq . that has been disproven time and time again .,CA,D
647,4912,rt : to keep up with trump 's bullshit they had to outsource fact-checking to china . sad.i 'm really enjoying this comedy program on the television # debates2016really enjoying this comedy program on the television # debatesreally enjoying this comedy program on the television # debatesrt : to keep up with trump 's bullshit they had to outsource fact-checking to china . sad .,CA,D
648,4915,"boom . `` according to your taxes , it takes about 6 years . '' # debatenightdid he just say bad hombres ? ! i ca n't . # debate i ca n't even ... rt _lily : with all due respect to hrc i do n't think trump should be allowed to meet any more women.i want to hear that the candidates will appoint justices who will apply the law without bias and personal prejudice . stop . # debatert : when the president gives the order to launch a nuclear weapon , that’s it . the officer has to launch . it can take as lit…rt : `` how do you lose $ 6billion ? '' `` according to your taxes , it takes about 6 years . '' # debatenight",OK,R
652,4933,rt : looking forward to a night with 👑✨ # hellavibes,CA,D
655,4959,# dc4l # dallascowboys # respectthestar,CA,R
658,4998,crowd gathered at san diego county democratic headquarters to watch the 2nd presidential debate,CA,D
661,5012,live on # periscope : bible reading 🙂 haggai chapter 2,OK,R
664,5027,"you ca n't ... ... or ca n't even ... .i love when some of you retweet people i do n't follow ... .it just makes me realize why i do n't then proceed to mute them.i love when some of you retweet people i do n't follow ... .it just makes me realize why i do n't then proceed to mute them . you ca n't ... ... or ca n't even ... . forgot to ask , are you # believen this season ? ! ? ! you forgot to hit the sarcasm button brian ... ..lol ! ! ! can we just say wins today ... .they even beat out & amp ; gus , but when you release a statement with `` screwed '' in it , you win !",OK,R
667,5076,rt : srebrenica 'safe zone ' led to genocidal massacre of 8k bosnians . 1 reason why humanitarians warn against it n # syria,CA,D
668,5085,rt : i hope at the end of the debate ashton kutcher comes out and yells you have been punked america.and we get morgan freeman…rt : i hope at the end of the debate ashton kutcher comes out and yells you have been punked america.and we get morgan freeman…,CA,R
672,5106,"since when do we live within a dictatorship , is this not the usa ? since when do we live within a dictatorship , is this not the usa ?",CA,D
675,5163,"rt : # debatenight , are you watching ? , # same .",CA,D
678,5180,"paw print bracelet with dark brown wood beads , animal lover by terrijeansadornments",CA,D
686,5247,rt _football :,WY,R
688,5266,"rt : vote . out . every . one . of . these . pieces . of . garbage . # trump # maga .via # tco…rt : juanita broaddrick , now able to bypass the establishment media 's filter . yeah they were the vicious barbery piratesrt : # debatehillary now calls the country racists n the deplorable 's - we need to swamp the country with muslimsrt : # trump coming across as a problem solving leader rather than a person who just says what they need to get votesrt : hillary is getting demolished tonight ! ! ! ! # debatert : has done nothing to stop islamic terror and was the impetus of isis.rt : interspersed with hillary pretending to want to talk about her `` plans '' and her `` agenda '' for the country . better sta… rt : hitting her on the 33k emails she `` acid-washed . '' saying he will appoint special prosecutor . bam ! rt : christichat : donald trump is wearing an american flag lapel pin.🇺🇸 hillary clinton is not . # debate # debatenight # tru…rt : we are not at war with islam . funny thing is , is that islam is at war with us.rt : you do n't need a msm `` scientific poll '' to figure out trump is crushing crooked . # debatert : live debate coverage from cbs news `` radical islamic terror ? '' # debates2016 demagogic rhetoric ? rt : rt # neverhillary # hillaryclinton _ … rt _girl : # debates `` i 've been part of muslim groups around america '' no s*** hillary # muslimbrotherhood owns you …rt : `` there it is folks -- hillary 's eyes have gone onto separate tracks ! '' — tommy hoffmann # debate # debates # debatenightrt : . : `` we are not at war with islam . '' # debate # foxnews2016 sand niggers on a drop # debatesrt : quite simply , mistreats women . # bigleaguetruth # debate2016 95 % of violent terrorism in the world is committed by muslims . this will not be cured or controlled by powdering t…rt _ : hillary if you want to help the children so much… why didn’t you help me when i was 12 and let my rapist go free ? # debatert : clinton wants the muslims because they all donate to her foundationrt : clinton wants the muslims because they all donate to her foundationrt _ : hillary if you want to help the children so much… why didn’t you help me when i was 12 and let my rapist go free ? # debatert : # debate 95 % of violent terrorism in the world is committed by muslims . this will not be cured or controlled by powdering t…rt : trump is so smart . he is appealing to bernie sanders voters . he is splitting democrat party.rt : quite simply , mistreats women . # bigleaguetruth # debate2016 sand niggers on a drop # debatesrt : trump mentioned jonathan gruber . i take it back . he actually did some preparation for tonight.rt _a_texan : i 'm not watching he debate on tv ... but after seeing a couple of posts in twitter ... i 've never been more convinced that hi…rt : . : `` we are not at war with islam . '' # debate # foxnews2016 # debate # debates # debatenightrt : `` there it is folks -- hillary 's eyes have gone onto separate tracks ! '' — tommy hoffmann `` radical islamic terror ? '' # debates2016 demagogic rhetoric ? rt : hillary comes off as being more concerned with muslims feelings than the security of the u.s. # debatesrt : will moderators bring up how hillary sat on board that supplied isis w/weapons ? share now ! # debatenight # debates2016 h…rt : . you should be ashamed of yourself # debatert : # debate pres jefferson built a navy to straighten out muslims in libya who were blackmailing the usart : live debate coverage from cbs news # debatert : we are not at war with islam . funny thing is , is that islam is at war with us.rt : christichat : donald trump is wearing an american flag lapel pin.🇺🇸 hillary clinton is not . # debate # debatenight # tru…rt : hitting her on the 33k emails she `` acid-washed . '' saying he will appoint special prosecutor . bam ! rt : interspersed with hillary pretending to want to talk about her `` plans '' and her `` agenda '' for the country . better stay away f…rt : hillary is getting demolished tonight ! ! ! ! # debatert : has done nothing to stop islamic terror and was the impetus of isis.rt : # trump coming across as a problem solving leader rather than a person who just says what they need to get votesrt : # debatehillary now calls the country racists n the deplorable 's - we need to swamp the country with muslimsrt : hillary - '' weve had muslims in america since george washington '' yeah they were the vicious barbery piratesrt : you hear that folks it 's the sound of the fat lady singing bill & amp ; hillary clinton 's reign of crime coming to an end . # …rt _of_europe : at the start clinton spoke about to `` celebrate diversity '' , sounds familiar does n't it ? # merkel # debate via # tco…rt : what the heck are you talking about ? he never raped anyone ! nobody died ! look at the clintons ... .hmmmrt : russia deploys nuclear-capable missiles on nato doorstep .",OK,R
693,5312,"rt : trump : condolences to my opponent , who passed away hours ago clinton : [ glares impatiently at lester holt ] holt : oh , i’m not a…for those keeping track : drinks on `` china '' # debatenight falcons and saints ? drinks on `` middle class '' # debatenightca n't hear donald 's words between those loud nose inhales # debatenightrt : how is trump going to stop companies from leaving when all of trump 's stuff if made overseas ? # debates2016 # debatenightrt : but he did n't say it . # debatesrt : if your claim to fame is your business acumen , then yes , we should talk about it . show your taxes . # txwatching2016 # debates…rt : trump airlines : failed trump vodka : failed trump steaks : failed trump mag : failed trump ice : failed trump university : f…rt _edelman : `` i never said climate change was a hoax . '' # debatenight # terencecrutcher # keithlamontscott to name 2 from this week # debatenightthe walking contradiction strikes again # terencecrutcher # keithlamontscott to name 2 from this week # debatenightrt _edelman : `` i never said climate change was a hoax . '' # debatenight trump vodka : failed trump steaks : failed trump mag : failed trump ice : failed trump university : f…rt : if your claim to fame is your business acumen , then yes , we should talk about it . show your taxes . # txwatching2016 # debates…rt : our airports are nothing like developing countries , you potato . # debates '' it 's all words '' = ignore all those facts hillary clinton just dropped # debatenight # debatesit was subtle but drink : `` believe me '' # debatenight # debatesrt : the man running for president just said not paying federal taxes makes him smart . # debatenight # debatesemphasis on `` like him '' clinton : [ glares impatiently at lester holt ] holt : oh , i’m not a…rt : `` bad hombres '' still sticking in twitter 's craw . # debatenightrt : `` bad hombres '' still sticking in twitter 's craw . # debatenight",OK,D
694,5322,"rt : hey you got a racist student who works with black children and attends a school in a predominantly black neighborho… rt : kaine is doing well . but man , this is boring . # vpdebatert : black cops can have implicit bias . in fact , research shows that black and white people share implicit bias . ( white ppl far…rt : there was implicit bias in the founding of america # vpdebatert : mike pence : a divisive , anti-woman , anti-lgbt , anti-worker extremist . no wonder trump picked him . # vpdebate nope . # vpdebate but do n't let it be a black & amp ; a white one cause they 'll slam ya down to the street top black police show… rt : is aggressive tonight , but his facts are solid . it will be difficult for # trumppence in the 24 fact check cyc…rt : pence really lowkey said that a black officer killing a black person means there 's no implicit bias . # vpdebatert : . just signed a law restricting public access police body camera video . # vpdebate",OK,D
707,5424,"rt : the alumni banquet is saturday , october 1 at 6 p.m. at the davis schools cafeteria . tickets are $ 15 and are ...",OK,R
709,5430,rt : report : some lucky bastard somewhere watching debate just died # debatesrt _ironsheik : i swear to jesus i will beat the fuck out of my tv tonight # debates_kanter you got a third choice ? _kanter you got a third choice ? rt _ironsheik : i swear to jesus i will beat the fuck out of my tv tonight # debatesrt : report : some lucky bastard somewhere watching debate just died # debatescongratulations to for completing another ironman .,OK,D
710,5443,definitely interested,UT,R
715,5489,he blamed it on the audio in the previous debate . what will donald blame the # sniffles on this time ? # debate,LA,D
718,5504,"rt : fun reminder : a former secretary of state is debating a game show host for the presidency tonightrt : i see hillary has come dressed in the blood of men who have underestimated her.rt : on this first debate night please keep in mind any mormon friends you may have . they ca n't drink away the pain.my 14 yr old son literally thought hrc 's last name is hillary because it is used so often.my 14 yr old son literally thought hrc 's last name is hillary because it is used so often.rt : on this first debate night please keep in mind any mormon friends you may have . they ca n't drink away the pain.rt : i see hillary has come dressed in the blood of men who have underestimated her.rt : fun reminder : a former secretary of state is debating a game show host for the presidency tonightrt : i 'm intrigued about how secretary clinton was supposed to retroactively change the tax code to cover trump 's 1995 return.…rt : when dt quotes bernie . again . 4 3rd time trump ca n't listen to anyone else sp…rt : ironically blaming for every problem makes her out to be a more powerful candidate . # deb…rt : mr # trump let me repeat the question , this time s l o w e r. what are you going to do about syria ? what about humanitari…wait ? trump is literally accusing others of not doing anything other than talking ? rt : and now he 's going to tell a person of color how terrible minority communities are . it 's definitely a strategy that will w…rt : # hillaryclinton and all of sane america right now # debate trump : isis # debates # fbrt : trump : it does n't matter that i sexually assaulted women , because isis is bad , right ? right ? let me say isis a few more times.…rt : trump : it 's ok to grab women 's p -- because isis 's chopping off of heads is way worsert : this # debate summed up : trump : `` at least i 'm not isis ! '' clinton : `` at least i 'm not trump ! '' no need to live tweet anymor…i think i could have scripted this myself : locker room , bill clinton , disabled reporter , emails , isis . also , sniffing ! ! ! ! rt : donald trump says hillary clinton is unqualified to be president because she 's married to a man like him… 21yr daughter : every woman has mastered hillary 's facial expression right now.16 yr daughter : it started out so civil . lasted 15 minutes.you answer it first because i 'm a gentleman ( and too stupid to put a coherent sentence together ) .we 'll replace it with something cheaper and better . which i will figure out later . and it will be hyuuuugee ! hillary has been after this for years . meaning , she 's a woman , and she is unfeminine to have ambition.just one more thing . i need to hear my own voice drowning out hers. ! ! ! 21 yr old daughter : one more thing . blah , blah , blah . can this guy stop interrupting himself ? islamaphobia ? well , basically it 's your own fault , so . . .republican husband is in agony . whenever trump speaks.rt : i voted for mccain and voted for romney . worked in conservative talk radio for 4 years . the gop absolutely *has* to disavow…rt : gorbah hamed asks trump how he will keep her from being labeled a threat . `` muslims have to report the problems when the… '' i believe in other people paying for stuff . '' yes , dt , i think we 've all realized that.hillary , no ! ! ! do n't give him anything on the refugee issue . not an inch ! rt : this muslim ban is ... literally still on donald trump 's website right now . # debate 4 3rd time trump ca n't listen to anyone else sp…republican husband has just left the room . he is so done.did donald just accuse hrc of being ignorant on foreign policy issues ? rt : i do n't think donald understands how congress works . but then again . i do n't think he understands how anything works.…rt : does trump think a single senator can unilaterally enact laws ? this guy is gon na be shocked if he ever reads the constitutio…rt : . is proud that he does n't pay his taxes . he thinks he 's smart - and you 're stupid for paying yours . # d…rt : that he thinks clinton can singularly pushed legislation in the face of checks- & amp ; -balances gives you a sense of what he’…rt : when dt quotes bernie . again . trump : `` at least i 'm not isis ! '' clinton : `` at least i 'm not trump ! '' no need to live tweet anymor…rt : trump : it 's ok to grab women 's p -- because isis 's chopping off of heads is way worsert : trump : it does n't matter that i sexually assaulted women , because isis is bad , right ? right ? let me say isis a few more times.…rt : anderson cooper : you talked about sexual assault . do you know understand that ? trump : isis # debates # fb",UT,R
721,5520,look at his face😂💀 clinton : maybe because you have paid any income tax # debatenight clinton : maybe because you have paid any income tax # debatenight,LA,D
728,5602,😂 thank you for this much needed comedic relief,LA,R
736,5684,awesome at bats for beltran and beltre in the 8th ! smhawesome at bats for beltran and beltre in the 8th ! smh,OK,D
749,5876,"rt : she on point tonightwhy are we regulating bodies ? ! rt : defending planned parenthood got a cheer , so there is hope.rt : i 'm no parent , but is n't ripping a baby out of woman on their final day called childbirth ? # debates2016rt : `` hombres '' ? # debatenightrt @ _snape_ : 2016 is a joke , right ? rt : she on point tonightwhy are we regulating bodies ? ! rt : defending planned parenthood got a cheer , so there is hope.rt : i 'm no parent , but is n't ripping a baby out of woman on their final day called childbirth ? # debates2016rt : `` hombres '' ? # debatenightrt @ _snape_ : 2016 is a joke , right ? i 'm already bored . # vpdebate",OK,R
750,5881,"rt : sniff . carried interest . look at my truth hole ! china ! sniff . taxes the highest in the world ! sniff . # debate # debates2016 that coke don hit before the debate is da bomb , sniff , sniff , sniff , and forgetting to answer any questions asked # loserdonrt : sniff . carried interest . look at my truth hole ! china ! sniff . taxes the highest in the world ! sniff . # debate # debates2016 that coke don hit before the debate is da bomb , sniff , sniff , sniff , and forgetting to answer any questions asked # loserdon _pence looks like pence should of hit the white lighting trump snorted b4 his 1st debate low energy & amp ; fraud sad ! !",OK,D
751,5890,rt : i 'm not interested in coaching lsu or becoming president of the united states.rt : fat guys in basements working that cyber thang . # debatesrt : fat guys in basements working that cyber thang . # debatesrt : i 'm not interested in coaching lsu or becoming president of the united states.is this real life ? # debateheadache # presidentialdebatecaring about the health of the mother is not acceptable to . # hello1954 # debatenightas a nh resident i can categorically say that all are not caused by and . mostly by criticizing president obama for deporting people ? 🤔 # debatenight # debateheadache # debates1800 is also a tequila . # debateheadache # debatenightrt _feed : # trump : # putin has said nice things about me . we 're going to get along well w/ # russia . # debate # nevertrumpworse trade : jason varitek and derek lowe for heathcliff slocumb or nafta ? # debatenightis this real life ? # debateheadache # presidentialdebatecaring about the health of the mother is not acceptable to . # hello1954 # debatenightas a nh resident i can categorically say that all are not caused by and . mostly by criticizing president obama for deporting people ? 🤔 # debatenight # debateheadache # debates1800 is also a tequila . # debateheadache # debatenightrt _feed : # trump : # putin has said nice things about me . we 're going to get along well w/ # russia . # debate # nevertrumpworse trade : jason varitek and derek lowe for heathcliff slocumb or nafta ? # debatenight,NH,D
755,5939,rt : trump ... `` the supreme court that 's what it 's all about ... '' i thought that was the hokey pokey . # debatert : trump ... `` the supreme court that 's what it 's all about ... '' i thought that was the hokey pokey . # debate i did a few weeks ago .,OK,D
756,5940,fun hike tonight in dimple dell . only problem no clowns 🙁 # ididntgettousemyak # or1911…,UT,R
759,5955,"wow , he is a complete idiotthis debate is crazy . did he say he wants to abolish states ? rt : i 'm a muslim , and i would like to report a crazy man threatening a woman on a stage in missouri . # debatert _fabbi : trump right now . # debates",UT,R
762,5977,_nicole95,OK,D
763,5985,trump looks to be having an allergy attack get him some flonasert : hillary says she 's made her website a fact-checker . so weak . so incredibly weak .,OK,R
768,6055,"good evening gentlemen , i am loving you guys tonight.yoohoo drinks that is the boom ! glad i am not the only that likes it . cruiser goodthat dude very fast and effective ! !",LA,D
773,6105,check out this photo of apollo burger on # yelp,UT,R
778,6147,"rt : let me try to mentally prepare for this nonsense , i mean debatert : let me try to mentally prepare for this nonsense , i mean debate",OK,D
779,6150,"rt : when trump says islamophobia is `` a shame '' and then in the next moment wants `` extreme vetting '' of muslim immigrants.… rt : i 'm a muslim , and i would like to report a crazy man threatening a woman on a stage in missouri . # debatetrumps nervous sniffs are back # debatei 'm thinking alcohol companies are the big winners of this years presidential debates # debate # passthevodkart : i 'm a muslim , and i would like to report a crazy man threatening a woman on a stage in missouri . # debatert : when trump says islamophobia is `` a shame '' and then in the next moment wants `` extreme vetting '' of muslim immigrants . # debate…i 'm thinking alcohol companies are the big winners of this years presidential debates # debate # passthevodkatrumps nervous sniffs are back # debate too early to tell and not sure i 've ever thought i 'd say i 'd dig chris wallace too early to tell and not sure i 've ever thought i 'd say i 'd dig chris wallace",IA,D
781,6162,does think the debate is an infomercial ? # shutupandanswerthequestions # debates # debates2016rt : live fact-check : clinton is correct that trump was charged with housing discrimination .,LA,R
786,6245,trump killn medey not even listening kmsl dey both sad we really gon be fucked either wayrt : when i got vote i 'm writing bernie sanders name down 💯 i jus said i 'm goin to canadano lie i 'm really gon be in tears wen obama leavesdonald hair bouts run off his head ugly ass i ca n't stand him first bitch i 'll hit if it was a purgedonald hair bouts run off his head ugly ass i ca n't stand him first bitch i 'll hit if it was a purgeno lie i 'm really gon be in tears wen obama leaves i jus said i 'm goin to canadart : when i got vote i 'm writing bernie sanders name down 💯dey not even listening kmsl dey both sad we really gon be fucked either waytrump killn me,LA,D
787,6246,"bradford , vikings clicking on all cylinders",IA,R
811,6453,"what trump ? # debatenighti 'm already tired of him talk . i 'm exhausted # debatenighthelp the wealthy and we 'll be all better 😑 # debatenightwtf does law and order have to do with the gap in racial controversy # debatesrt _12814 : lester : mr. trump , what colour is your tie ? trump : i 'm a tie.the best tie . i have many friends that say i 'm the greatest…rt _12814 : lester : mr. trump , what colour is your tie ? trump : i 'm a tie.the best tie . i have many friends that say i 'm the greatest…wtf does law and order have to do with the gap in racial controversy # debateshelp the wealthy and we 'll be all better 😑 # debatenighti 'm already tired of him talk . i 'm exhausted # debatenightwhat trump ? # debatenight",IA,D
816,6515,,IA,D
821,6575,rt : “i believe that unarmed truth and unconditional love will have the final word in reality” ― martin luther king jr. # de…rt : this election could determine the shape of the supreme court for a generation # debate,MA,D
825,6598,"rt : a long , long time ago , in a land far far away , politics had grace . george h.w . bush 's letter to bill clinton on lea… rt : a long , long time ago , in a land far far away , politics had grace . george h.w . bush 's letter to bill clinton on lea…",IA,D
834,6661,# debate # hillaryclinton has class who is this child disrupting the debate lester do your job # hillaryclinton tell it # trump what ppl oh ok stop and frisk or the true word is profiling # hillaryclinton # imwithherhe has no answer and frisk was ruled unconstitutional because it profiled latinos and african american # hillaryclinton # imwithherlong record of racist behavior # hillaryclinton # imwithher call him outlong record of racist behavior # hillaryclinton # imwithher call him outstop and frisk was ruled unconstitutional because it profiled latinos and african american # hillaryclinton # imwithherhe has no answer # trump what ppl oh ok stop and frisk or the true word is profiling # hillaryclinton # imwithher # hillaryclinton tell it # debate # hillaryclinton has class who is this child disrupting the debate lester do your job,LA,D
837,6666,"let 's get ready to rumble ! # debates2016is he sniffling ? # debates2016rt : under trump plan , top 0.1 % of taxpayers would get more tax relief than the bottom 60 percent of taxpayers combined . ht… '' tremendous '' count = 5 so far # debates2016why no tax returns ? the email criticism is legit , but unrelated . # debates2016rt : why no tax returns ? the email criticism is legit , but unrelated . # debates2016rt : live fact-check : trump again is wrong about financial disclosures being better than tax returns .",MA,D
852,6745,me ha gustado un vídeo de (,MA,D
853,6755,v ironic saying that has no plan . # debates2016wow braggadocious is a great word tho.wow braggadocious is a great word tho # debatenight '' thousands of people love me ! '' # debatesstill thinking about how hil has been fighting isis her entire adult life . 🤔 # debates '' we need law & amp ; order . get detective lennie briscoe on the case . '' # debateswait why was he talking about a 400 lb person sitting on a bed ? what does that have to do with anything ? # debateswait why was he talking about a 400 lb person sitting on a bed ? what does that have to do with anything ? # debates '' we need law & amp ; order . get detective lennie briscoe on the case . '' # debatesstill thinking about how hil has been fighting isis her entire adult life . 🤔 # debates '' thousands of people love me ! '' # debateswow braggadocious is a great word tho # debatenightv ironic saying that has no plan . # debates2016,IA,D
857,6772,"rt : if # climateaction will mobilize $ 70-100 trillion , just imagine the sort of actors that $ 70t will attract - # b…rt : let 's not forget that the 'new economy ' still needs mining - # backdraftrt : . : sustainable economy still requires many of same inputs as old economy , particularly from mining . # b…rt : clinton : “donald , it’s good to be with you.” # pantsonfirert : `` she talks about solar panels . we invested in a solar company ... that was a disaster '' -- trump says `` our energy policies are…rt : we deeply regret not including the phrase `` big leagues '' in our # debates bingo card.rt : basically still refuses to accept legal ruling and reality # debates2016 # debaten…rt : a white man is telling a black man stop-and-frisk did n't involve profiling in front of 100 million pplrt : fact check : murders in new york city are indeed down . donald trump lied again . still refuses to accept legal ruling and reality # debates2016 # debaten…rt : wait ... is he pro-gun control now ? i 'm confusedrt : trump says , totally falsely , it’s wrong that judge ruled stop & amp ; frisk was ruled unconstitutional — because the judge was a…rt : trump : “we have to take the guns away.”rt : anyone who reads my tl knows how critical i am of clinton and her speaking . and i think she 's beating trump hands down he…rt : i think when trump says `` it 's all words '' it 's his fallback strategy for when clinton says something that ca n't be rebutted.rt : “we’ve become a third world country.” — trump . no we haven’t . go to a third world country . # debatenightrt : live video of dealing with now he 's wandering off . # de…rt : clinton : 33,000 americans die from guns each year . `` i see no conflict between saving lives and [ 2nd amendment ] . '' # debatert _m_brown : just two questions in , it 's pretty clear that we 're watching the fox news debate . # debatenight # presidentialdebatert : the sniffing has begun # debatenightrt : it was a very strong decision , catherine . it was decided very strongly . and hillary was very upset about it . son , 11 : `` she ran foreign affairs and he 's just a guy with a job.…rt : clinton showing passion on issue of great importance to women 's health . # debatert : ice has never endorsed a candidate . lies again . # debatert : ice endorsement fuse is lit . # debatenightrt : no she did n't ! did just say that choked by not bringing up the wall on his trip to # mexico…rt : . # donaldtrump used undocumented workers to build trump tower . # unfdebate16 # debate # debatenightrt : we 're in a new world when presidential # debate questions are drawn from # wikileaks hacks . # unfdebate16 # debatenightrt : terrific answer : support pan-north-american grid & amp ; hemispheric energy trade but condemn russian hacking and leak…rt : during the debate , play with the 1,024 ways this election could turn out . produce agita or balm.… rt : `` he 'd rather believe vladimir putin than the intelligence agencies sworn to protect us '' ... oofrt : trump is refuting entire us intelligence community ! ! ! scary.rt : 9 terrifying things donald trump has publicly said about nuclear weapons [ sniff ] rt : not either/or but both . 30 years of experience vs celebrity apprentice boom # debatenightrt : `` donald thinks belittling women makes him bigger '' ... that is a brutal , brutal linert : holy crap , hillary clinton ai n't f**king around with some of these attack lines.🙄🙄🙄 now he 's wandering off . # de…rt : clinton : 33,000 americans die from guns each year . `` i see no conflict between saving lives and [ 2nd amendment ] . '' # debatert _m_brown : just two questions in , it 's pretty clear that we 're watching the fox news debate . # debatenight # presidentialdebatert : the sniffing has begun # debatenightrt : it was a very strong decision , catherine . it was decided very strongly . and hillary was very upset about it . son , 11 : `` she ran foreign affairs and he 's just a guy with a job.…rt : clinton showing passion on issue of great importance to women 's health . # debatert : ice has never endorsed a candidate . lies again . # debatert : ice endorsement fuse is lit . # debatenightrt : no she did n't ! did just say that choked by not bringing up the wall on his trip to # mexico…rt : . # donaldtrump used undocumented workers to build trump tower . # unfdebate16 # debate # debatenightrt : we 're in a new world when presidential # debate questions are drawn from # wikileaks hacks . # unfdebate16 # debatenightrt : terrific answer : support pan-north-american grid & amp ; hemispheric energy trade but condemn russian hacking and leak…rt : during the debate , play with the 1,024 ways this election could turn out . produce agita or balm.… rt : `` he 'd rather believe vladimir putin than the intelligence agencies sworn to protect us '' ... oofrt : trump is refuting entire us intelligence community ! ! ! scary.rt : 9 terrifying things donald trump has publicly said about nuclear weapons [ sniff ] rt : not either/or but both . 30 years of experience vs celebrity apprentice boom # debatenightrt : `` donald thinks belittling women makes him bigger '' ... that is a brutal , brutal linert : holy crap , hillary clinton ai n't f**king around with some of these attack lines.rt _cohn : wow , social security and the debt . are these the questions from the 2012 vice presidential debate ? rt : kaine 's answer on trump 's taxes was stronger , but is right , he seems overprepped.rt : kaine 's answer on trump 's taxes was solid . if he 's `` smart '' to evade taxes , i guess those who pay for police , fire and milit…rt : least watched vp debate ever . effort to encourage us to change channels ... rt : it 's irresponsible of a moderator to mis-state this . # vpdebate ( no movement . ) # vpdebatert : climate change is a far greater national security threat than terrorism . it was barely discussed in last debate , likely wo…rt : take a shot every time mike pence lies about trump . # vpdebate kaine : states facts of awful things trump has said pence : you have a very negative campaign # vpd…rt : the constitutionalist answer , i think , would be `` you have to err on the side of the constitution . `` rt : this is correct",MA,D
862,6809,where are those cool vh-1 bubbles that could float facts across the screen ? # debate livewhere are those cool vh-1 bubbles that could float facts across the screen ? # debate live,MD,D
863,6823,"done reading . what did i miss ? # decision2016 # debatesrt : `` he persisted year after year ... '' on the `` racist lie '' of birtherism & amp ; ties to `` long record of engaging in racis…so , like a puff of smoke the # racist claims are done ? # drumpf is ready to defend his homie . # putin # cyberattacks # debatenightadmirals and generals for $ 300 , alex ... so , # facts that 's not how isil was formed . and oil is not their primary source of income.put face on a milk carton . he 's missing . # debatenight # haveyouseenmert : lester is getting sonned as a moderator . # debatenight donald : the blacks , latinos and hispanics love me and she lied. # debatethere are a lot a blacks . we all do n't live in the inner city . i 've got a lot to lose if he 's elected . # debatert : i like trump 's `` sneak attack '' plan . i was so sick of all of those ads , billboards , and promos leading up to killing bin…i 'm not `` unproud '' of my late night tweets and ones that call for my deplorable minions to search for a nonexistant sex tape . # debatert : me every time trump says `` chicago '' # debate donald : the blacks , latinos and hispanics love me and she lied. # debatelike a bad episode of the apprentice . rape culture , no matter who makes the accusation is not a side show event .",MA,D
870,6881,"rt : he 's advertising his hotel at the presidential debate.rt : `` trump just criticized me for preparing for this debate . you know what else i prepared for ? being president . '' # debateni…trump 's frame of reference on cyber security is based on his 10 yo son being `` so good with computers '' . seriously ? # debatenightrt : `` investigation by uncovered a long history of racial bias at [ trump 's ] family’s properties , in ny & amp ; beyond '' http…exactly . it 's all about him . that 's not how a president should lead",MA,D
878,6951,"rt : there’s no # debate , you know what to do , # votesnf . watch here :",MD,D
880,6961,this is why as a people we must educate ourselves and our kids . because this debate has cause major conversation ...,MD,D
882,6978,rt : `` that 's called business . '' —donald trump on the housing crash . for millions of americans it was called `` losing their ho…rt : `` that 's called business . '' —donald trump on the housing crash . for millions of americans it was called `` losing their ho…,NH,D
883,6998,"rt : enough with the emails crap ! ! ! let 's see those tax returns trump ! ! ! 😡 # debatesrt : trump essentially just admitted he does n't pay federal income tax , right ? “that makes me smart.” # debatesrt : `` that makes me smart ! '' he admits he never paid any taxes . we have been carrying this idiot for his whole career ! ! nato countries should pay their fair share but i do n't have to pay federal income tax # doublestandard # debatenightnato countries should pay their fair share but i do n't have to pay federal income tax # doublestandard # debatenightrt : `` that makes me smart ! '' he admits he never paid any taxes . we have been carrying this idiot for his whole career ! ! rt : trump essentially just admitted he does n't pay federal income tax , right ? “that makes me smart.” # debatesrt : enough with the emails crap ! ! ! let 's see those tax returns trump ! ! ! 😡 # debatesrt : `` donald trump can’t start a twitter war with miss universe without shooting himself in the foot.” —tim # vpdebate",IA,D
888,7031,mickey mouse,MD,D
892,7048,rt : the implementation in nyc was racist + did n't work ! : # blacklivesmatter activists exposed the racist policies of # stop & amp ; frisk,MD,D
897,7073,me yep yep me,MD,R
898,7074,can this clown answer the 1st question ! still no answerso this clown trump thinks stop and frisk will strengthen community relations # debates2016so this clown trump thinks stop and frisk will strengthen community relations # debates2016 still no answer can this clown answer the 1st question !,MD,D
